q1_rad,q3_rad,segment,q2_min_rad,q2_max_rad,sample_count
-0.3891347618,0,0,0.7943951024,1.05619449,4
-0.3891347618,0.0872664626,0,0.7943951024,1.05619449,4
-0.3891347618,0.1745329252,0,0.7943951024,1.05619449,4
-0.3891347618,0.2617993878,0,0.7943951024,1.05619449,4
-0.3891347618,0.3490658504,0,0.7943951024,1.05619449,4
-0.3891347618,0.436332313,0,0.7943951024,1.05619449,4
-0.3891347618,0.5235987756,0,0.7943951024,1.05619449,4
-0.3891347618,0.6108652382,0,0.7943951024,1.05619449,4
-0.3891347618,0.6981317008,0,0.7943951024,0.9689280276,3
-0.3891347618,0.7853981634,0,0.7943951024,0.9689280276,3
-0.3891347618,0.872664626,0,0.7943951024,0.9689280276,3
-0.3891347618,0.9599310886,0,0.7943951024,0.9689280276,3
-0.3891347618,1.047197551,0,0.7943951024,0.9689280276,3
-0.3891347618,1.134464014,0,0.7943951024,0.9689280276,3
-0.3891347618,1.221730476,0,0.7943951024,0.9689280276,3
-0.3891347618,1.308996939,0,0.7943951024,0.9689280276,3
-0.3891347618,1.396263402,0,0.7943951024,0.9689280276,3
-0.3891347618,1.483529864,0,0.7943951024,0.9689280276,3
-0.3018682992,0,0,-0.427335374,-0.1655359862,4
-0.3018682992,0,1,0.1835298642,1.05619449,11
-0.3018682992,0.0872664626,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.0872664626,1,0.1835298642,0.9689280276,10
-0.3018682992,0.1745329252,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.1745329252,1,0.1835298642,0.9689280276,10
-0.3018682992,0.2617993878,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.2617993878,1,0.1835298642,0.9689280276,10
-0.3018682992,0.3490658504,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.3490658504,1,0.1835298642,0.9689280276,10
-0.3018682992,0.436332313,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.436332313,1,0.1835298642,0.9689280276,10
-0.3018682992,0.5235987756,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.5235987756,1,0.1835298642,0.9689280276,10
-0.3018682992,0.6108652382,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.6108652382,1,0.1835298642,0.9689280276,10
-0.3018682992,0.6981317008,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.6981317008,1,0.1835298642,0.9689280276,10
-0.3018682992,0.7853981634,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.7853981634,1,0.1835298642,0.9689280276,10
-0.3018682992,0.872664626,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.872664626,1,0.1835298642,0.881661565,9
-0.3018682992,0.9599310886,0,-0.427335374,-0.1655359862,4
-0.3018682992,0.9599310886,1,0.1835298642,0.881661565,9
-0.3018682992,1.047197551,0,-0.427335374,-0.1655359862,4
-0.3018682992,1.047197551,1,0.1835298642,0.881661565,9
-0.3018682992,1.134464014,0,-0.427335374,-0.1655359862,4
-0.3018682992,1.134464014,1,0.1835298642,0.881661565,9
-0.3018682992,1.221730476,0,-0.427335374,-0.1655359862,4
-0.3018682992,1.221730476,1,0.1835298642,0.881661565,9
-0.3018682992,1.308996939,0,-0.427335374,-0.1655359862,4
-0.3018682992,1.308996939,1,0.1835298642,0.881661565,9
-0.3018682992,1.396263402,0,-0.427335374,-0.1655359862,4
-0.3018682992,1.396263402,1,0.1835298642,0.881661565,9
-0.3018682992,1.483529864,0,-0.427335374,-0.1655359862,4
-0.3018682992,1.483529864,1,0.1835298642,0.881661565,9
-0.2146018366,0,0,-0.5146018366,0.9689280276,18
-0.2146018366,0.0872664626,0,-0.5146018366,0.9689280276,18
-0.2146018366,0.1745329252,0,-0.5146018366,0.881661565,17
-0.2146018366,0.2617993878,0,-0.5146018366,0.881661565,17
-0.2146018366,0.3490658504,0,-0.5146018366,0.881661565,17
-0.2146018366,0.436332313,0,-0.5146018366,0.881661565,17
-0.2146018366,0.5235987756,0,-0.5146018366,0.881661565,17
-0.2146018366,0.6108652382,0,-0.5146018366,0.881661565,17
-0.2146018366,0.6981317008,0,-0.5146018366,0.881661565,17
-0.2146018366,0.7853981634,0,-0.5146018366,0.881661565,17
-0.2146018366,0.872664626,0,-0.5146018366,0.881661565,17
-0.2146018366,0.9599310886,0,-0.5146018366,0.881661565,17
-0.2146018366,1.047197551,0,-0.5146018366,0.881661565,17
-0.2146018366,1.134464014,0,-0.5146018366,0.7943951024,16
-0.2146018366,1.221730476,0,-0.5146018366,0.7943951024,16
-0.2146018366,1.308996939,0,-0.5146018366,0.7943951024,16
