q1_rad,q2_rad,q3_rad,shoulder_servo_deg,wrist_servo_deg,gripper_servo_deg,safe,connected,reason,contacts
-0.755653905,0.061356815,0,3.408440942,82.96902691,0,1,1,safe,
-0.755653905,0.061356815,0.0436332313,3.408440942,82.96902691,5,1,1,safe,
-0.755653905,0.061356815,0.0872664626,3.408440942,82.96902691,10,1,1,safe,
-0.755653905,0.061356815,0.1308996939,3.408440942,82.96902691,15,1,1,safe,
-0.755653905,0.061356815,0.1745329252,3.408440942,82.96902691,20,1,1,safe,
-0.755653905,0.0962634,0,3.408440942,78.96902692,0,1,1,safe,
-0.755653905,0.0962634,0.0436332313,3.408440942,78.96902692,5,1,1,safe,
-0.755653905,0.0962634,0.0872664626,3.408440942,78.96902692,10,1,1,safe,
-0.755653905,0.0962634,0.1308996939,3.408440942,78.96902692,15,1,1,safe,
-0.755653905,0.0962634,0.1745329252,3.408440942,78.96902692,20,1,1,safe,
-0.755653905,0.0962634,0.2181661565,3.408440942,78.96902692,25,1,1,safe,
-0.755653905,0.0962634,0.2617993878,3.408440942,78.96902692,30,1,1,safe,
-0.755653905,0.0962634,0.3054326191,3.408440942,78.96902692,35,1,1,safe,
-0.755653905,0.0962634,0.3490658504,3.408440942,78.96902692,40,1,1,safe,
-0.755653905,0.0962634,0.3926990817,3.408440942,78.96902692,45,1,1,safe,
-0.755653905,0.0962634,0.436332313,3.408440942,78.96902692,50,1,1,safe,
-0.755653905,0.0962634,0.4799655443,3.408440942,78.96902692,55,1,1,safe,
-0.755653905,0.0962634,0.5235987756,3.408440942,78.96902692,60,1,1,safe,
-0.755653905,0.0962634,0.5672320069,3.408440942,78.96902692,65,1,1,safe,
-0.755653905,0.131169985,0,3.408440942,74.96902692,0,1,1,safe,
-0.755653905,0.131169985,0.0436332313,3.408440942,74.96902692,5,1,1,safe,
-0.755653905,0.131169985,0.0872664626,3.408440942,74.96902692,10,1,1,safe,
-0.755653905,0.131169985,0.1308996939,3.408440942,74.96902692,15,1,1,safe,
-0.755653905,0.131169985,0.1745329252,3.408440942,74.96902692,20,1,1,safe,
-0.755653905,0.131169985,0.2181661565,3.408440942,74.96902692,25,1,1,safe,
-0.755653905,0.131169985,0.2617993878,3.408440942,74.96902692,30,1,1,safe,
-0.755653905,0.131169985,0.3054326191,3.408440942,74.96902692,35,1,1,safe,
-0.755653905,0.131169985,0.3490658504,3.408440942,74.96902692,40,1,1,safe,
-0.755653905,0.131169985,0.3926990817,3.408440942,74.96902692,45,1,1,safe,
-0.755653905,0.131169985,0.436332313,3.408440942,74.96902692,50,1,1,safe,
-0.755653905,0.131169985,0.4799655443,3.408440942,74.96902692,55,1,1,safe,
-0.755653905,0.131169985,0.5235987756,3.408440942,74.96902692,60,1,1,safe,
-0.755653905,0.131169985,0.5672320069,3.408440942,74.96902692,65,1,1,safe,
-0.755653905,0.131169985,0.6108652382,3.408440942,74.96902692,70,1,1,safe,
-0.755653905,0.131169985,0.6544984695,3.408440942,74.96902692,75,1,1,safe,
-0.755653905,0.131169985,0.6981317008,3.408440942,74.96902692,80,1,1,safe,
-0.755653905,0.131169985,0.7417649321,3.408440942,74.96902692,85,1,1,safe,
-0.755653905,0.131169985,0.7853981634,3.408440942,74.96902692,90,1,1,safe,
-0.755653905,0.131169985,0.8290313947,3.408440942,74.96902692,95,1,1,safe,
-0.755653905,0.131169985,0.872664626,3.408440942,74.96902692,100,1,1,safe,
-0.755653905,0.131169985,0.9162978573,3.408440942,74.96902692,105,1,1,safe,
-0.755653905,0.131169985,0.9599310886,3.408440942,74.96902692,110,1,1,safe,
-0.755653905,0.131169985,1.00356432,3.408440942,74.96902692,115,1,1,safe,
-0.755653905,0.131169985,1.047197551,3.408440942,74.96902692,120,1,1,safe,
-0.755653905,0.131169985,1.090830782,3.408440942,74.96902692,125,1,1,safe,
-0.755653905,0.131169985,1.134464014,3.408440942,74.96902692,130,1,1,safe,
-0.755653905,0.131169985,1.178097245,3.408440942,74.96902692,135,1,1,safe,
-0.755653905,0.131169985,1.221730476,3.408440942,74.96902692,140,1,1,safe,
-0.755653905,0.131169985,1.265363708,3.408440942,74.96902692,145,1,1,safe,
-0.755653905,0.131169985,1.308996939,3.408440942,74.96902692,150,1,1,safe,
-0.755653905,0.131169985,1.35263017,3.408440942,74.96902692,155,1,1,safe,
-0.755653905,0.131169985,1.396263402,3.408440942,74.96902692,160,1,1,safe,
-0.755653905,0.131169985,1.439896633,3.408440942,74.96902692,165,1,1,safe,
-0.755653905,0.16607657,0,3.408440942,70.96902693,0,1,1,safe,
-0.755653905,0.16607657,0.0436332313,3.408440942,70.96902693,5,1,1,safe,
-0.755653905,0.16607657,0.0872664626,3.408440942,70.96902693,10,1,1,safe,
-0.755653905,0.16607657,0.1308996939,3.408440942,70.96902693,15,1,1,safe,
-0.755653905,0.16607657,0.1745329252,3.408440942,70.96902693,20,1,1,safe,
-0.755653905,0.16607657,0.2181661565,3.408440942,70.96902693,25,1,1,safe,
-0.755653905,0.16607657,0.2617993878,3.408440942,70.96902693,30,1,1,safe,
-0.755653905,0.16607657,0.3054326191,3.408440942,70.96902693,35,1,1,safe,
-0.755653905,0.16607657,0.3490658504,3.408440942,70.96902693,40,1,1,safe,
-0.755653905,0.16607657,0.3926990817,3.408440942,70.96902693,45,1,1,safe,
-0.755653905,0.16607657,0.436332313,3.408440942,70.96902693,50,1,1,safe,
-0.755653905,0.16607657,0.4799655443,3.408440942,70.96902693,55,1,1,safe,
-0.755653905,0.16607657,0.5235987756,3.408440942,70.96902693,60,1,1,safe,
-0.755653905,0.16607657,0.5672320069,3.408440942,70.96902693,65,1,1,safe,
-0.755653905,0.16607657,0.6108652382,3.408440942,70.96902693,70,1,1,safe,
-0.755653905,0.16607657,0.6544984695,3.408440942,70.96902693,75,1,1,safe,
-0.755653905,0.16607657,0.6981317008,3.408440942,70.96902693,80,1,1,safe,
-0.755653905,0.16607657,0.7417649321,3.408440942,70.96902693,85,1,1,safe,
-0.755653905,0.16607657,0.7853981634,3.408440942,70.96902693,90,1,1,safe,
-0.755653905,0.16607657,0.8290313947,3.408440942,70.96902693,95,1,1,safe,
-0.755653905,0.16607657,0.872664626,3.408440942,70.96902693,100,1,1,safe,
-0.755653905,0.16607657,0.9162978573,3.408440942,70.96902693,105,1,1,safe,
-0.755653905,0.16607657,0.9599310886,3.408440942,70.96902693,110,1,1,safe,
-0.755653905,0.16607657,1.00356432,3.408440942,70.96902693,115,1,1,safe,
-0.755653905,0.16607657,1.047197551,3.408440942,70.96902693,120,1,1,safe,
-0.755653905,0.16607657,1.090830782,3.408440942,70.96902693,125,1,1,safe,
-0.755653905,0.16607657,1.134464014,3.408440942,70.96902693,130,1,1,safe,
-0.755653905,0.16607657,1.178097245,3.408440942,70.96902693,135,1,1,safe,
-0.755653905,0.16607657,1.221730476,3.408440942,70.96902693,140,1,1,safe,
-0.755653905,0.16607657,1.265363708,3.408440942,70.96902693,145,1,1,safe,
-0.755653905,0.16607657,1.308996939,3.408440942,70.96902693,150,1,1,safe,
-0.755653905,0.16607657,1.35263017,3.408440942,70.96902693,155,1,1,safe,
-0.755653905,0.16607657,1.396263402,3.408440942,70.96902693,160,1,1,safe,
-0.755653905,0.16607657,1.439896633,3.408440942,70.96902693,165,1,1,safe,
-0.755653905,0.16607657,1.483529864,3.408440942,70.96902693,170,1,1,safe,
-0.755653905,0.16607657,1.527163096,3.408440942,70.96902693,175,1,1,safe,
-0.755653905,0.200983155,0,3.408440942,66.96902693,0,1,1,safe,
-0.755653905,0.200983155,0.0436332313,3.408440942,66.96902693,5,1,1,safe,
-0.755653905,0.200983155,0.0872664626,3.408440942,66.96902693,10,1,1,safe,
-0.755653905,0.200983155,0.1308996939,3.408440942,66.96902693,15,1,1,safe,
-0.755653905,0.200983155,0.1745329252,3.408440942,66.96902693,20,1,1,safe,
-0.755653905,0.200983155,0.2181661565,3.408440942,66.96902693,25,1,1,safe,
-0.755653905,0.200983155,0.2617993878,3.408440942,66.96902693,30,1,1,safe,
-0.755653905,0.200983155,0.3054326191,3.408440942,66.96902693,35,1,1,safe,
-0.755653905,0.200983155,0.3490658504,3.408440942,66.96902693,40,1,1,safe,
-0.755653905,0.200983155,0.3926990817,3.408440942,66.96902693,45,1,1,safe,
-0.755653905,0.200983155,0.436332313,3.408440942,66.96902693,50,1,1,safe,
-0.755653905,0.200983155,0.4799655443,3.408440942,66.96902693,55,1,1,safe,
-0.755653905,0.200983155,0.5235987756,3.408440942,66.96902693,60,1,1,safe,
-0.755653905,0.200983155,0.5672320069,3.408440942,66.96902693,65,1,1,safe,
-0.755653905,0.200983155,0.6108652382,3.408440942,66.96902693,70,1,1,safe,
-0.755653905,0.200983155,0.6544984695,3.408440942,66.96902693,75,1,1,safe,
-0.755653905,0.200983155,0.6981317008,3.408440942,66.96902693,80,1,1,safe,
-0.755653905,0.200983155,0.7417649321,3.408440942,66.96902693,85,1,1,safe,
-0.755653905,0.200983155,0.7853981634,3.408440942,66.96902693,90,1,1,safe,
-0.755653905,0.200983155,0.8290313947,3.408440942,66.96902693,95,1,1,safe,
-0.755653905,0.200983155,0.872664626,3.408440942,66.96902693,100,1,1,safe,
-0.755653905,0.200983155,0.9162978573,3.408440942,66.96902693,105,1,1,safe,
-0.755653905,0.200983155,0.9599310886,3.408440942,66.96902693,110,1,1,safe,
-0.755653905,0.200983155,1.00356432,3.408440942,66.96902693,115,1,1,safe,
-0.755653905,0.200983155,1.047197551,3.408440942,66.96902693,120,1,1,safe,
-0.755653905,0.200983155,1.090830782,3.408440942,66.96902693,125,1,1,safe,
-0.755653905,0.200983155,1.134464014,3.408440942,66.96902693,130,1,1,safe,
-0.755653905,0.200983155,1.178097245,3.408440942,66.96902693,135,1,1,safe,
-0.755653905,0.200983155,1.221730476,3.408440942,66.96902693,140,1,1,safe,
-0.755653905,0.200983155,1.265363708,3.408440942,66.96902693,145,1,1,safe,
-0.755653905,0.200983155,1.308996939,3.408440942,66.96902693,150,1,1,safe,
-0.755653905,0.200983155,1.35263017,3.408440942,66.96902693,155,1,1,safe,
-0.755653905,0.200983155,1.396263402,3.408440942,66.96902693,160,1,1,safe,
-0.755653905,0.200983155,1.439896633,3.408440942,66.96902693,165,1,1,safe,
-0.755653905,0.200983155,1.483529864,3.408440942,66.96902693,170,1,1,safe,
-0.755653905,0.200983155,1.527163096,3.408440942,66.96902693,175,1,1,safe,
-0.755653905,0.23588974,0,3.408440942,62.96902694,0,1,1,safe,
-0.755653905,0.23588974,0.0436332313,3.408440942,62.96902694,5,1,1,safe,
-0.755653905,0.23588974,0.0872664626,3.408440942,62.96902694,10,1,1,safe,
-0.755653905,0.23588974,0.1308996939,3.408440942,62.96902694,15,1,1,safe,
-0.755653905,0.23588974,0.1745329252,3.408440942,62.96902694,20,1,1,safe,
-0.755653905,0.23588974,0.2181661565,3.408440942,62.96902694,25,1,1,safe,
-0.755653905,0.23588974,0.2617993878,3.408440942,62.96902694,30,1,1,safe,
-0.755653905,0.23588974,0.3054326191,3.408440942,62.96902694,35,1,1,safe,
-0.755653905,0.23588974,0.3490658504,3.408440942,62.96902694,40,1,1,safe,
-0.755653905,0.23588974,0.3926990817,3.408440942,62.96902694,45,1,1,safe,
-0.755653905,0.23588974,0.436332313,3.408440942,62.96902694,50,1,1,safe,
-0.755653905,0.23588974,0.4799655443,3.408440942,62.96902694,55,1,1,safe,
-0.755653905,0.23588974,0.5235987756,3.408440942,62.96902694,60,1,1,safe,
-0.755653905,0.23588974,0.5672320069,3.408440942,62.96902694,65,1,1,safe,
-0.755653905,0.23588974,0.6108652382,3.408440942,62.96902694,70,1,1,safe,
-0.755653905,0.23588974,0.6544984695,3.408440942,62.96902694,75,1,1,safe,
-0.755653905,0.23588974,0.6981317008,3.408440942,62.96902694,80,1,1,safe,
-0.755653905,0.23588974,0.7417649321,3.408440942,62.96902694,85,1,1,safe,
-0.755653905,0.23588974,0.7853981634,3.408440942,62.96902694,90,1,1,safe,
-0.755653905,0.23588974,0.8290313947,3.408440942,62.96902694,95,1,1,safe,
-0.755653905,0.23588974,0.872664626,3.408440942,62.96902694,100,1,1,safe,
-0.755653905,0.23588974,0.9162978573,3.408440942,62.96902694,105,1,1,safe,
-0.755653905,0.23588974,0.9599310886,3.408440942,62.96902694,110,1,1,safe,
-0.755653905,0.23588974,1.00356432,3.408440942,62.96902694,115,1,1,safe,
-0.755653905,0.23588974,1.047197551,3.408440942,62.96902694,120,1,1,safe,
-0.755653905,0.23588974,1.090830782,3.408440942,62.96902694,125,1,1,safe,
-0.755653905,0.23588974,1.134464014,3.408440942,62.96902694,130,1,1,safe,
-0.755653905,0.23588974,1.178097245,3.408440942,62.96902694,135,1,1,safe,
-0.755653905,0.23588974,1.221730476,3.408440942,62.96902694,140,1,1,safe,
-0.755653905,0.23588974,1.265363708,3.408440942,62.96902694,145,1,1,safe,
-0.755653905,0.23588974,1.308996939,3.408440942,62.96902694,150,1,1,safe,
-0.755653905,0.23588974,1.35263017,3.408440942,62.96902694,155,1,1,safe,
-0.755653905,0.23588974,1.396263402,3.408440942,62.96902694,160,1,1,safe,
-0.755653905,0.23588974,1.439896633,3.408440942,62.96902694,165,1,1,safe,
-0.755653905,0.23588974,1.483529864,3.408440942,62.96902694,170,1,1,safe,
-0.755653905,0.23588974,1.527163096,3.408440942,62.96902694,175,1,1,safe,
-0.755653905,0.270796325,0,3.408440942,58.96902694,0,1,1,safe,
-0.755653905,0.270796325,0.0436332313,3.408440942,58.96902694,5,1,1,safe,
-0.755653905,0.270796325,0.0872664626,3.408440942,58.96902694,10,1,1,safe,
-0.755653905,0.270796325,0.1308996939,3.408440942,58.96902694,15,1,1,safe,
-0.755653905,0.270796325,0.1745329252,3.408440942,58.96902694,20,1,1,safe,
-0.755653905,0.270796325,0.2181661565,3.408440942,58.96902694,25,1,1,safe,
-0.755653905,0.270796325,0.2617993878,3.408440942,58.96902694,30,1,1,safe,
-0.755653905,0.270796325,0.3054326191,3.408440942,58.96902694,35,1,1,safe,
-0.755653905,0.270796325,0.3490658504,3.408440942,58.96902694,40,1,1,safe,
-0.755653905,0.270796325,0.3926990817,3.408440942,58.96902694,45,1,1,safe,
-0.755653905,0.270796325,0.436332313,3.408440942,58.96902694,50,1,1,safe,
-0.755653905,0.270796325,0.4799655443,3.408440942,58.96902694,55,1,1,safe,
-0.755653905,0.270796325,0.5235987756,3.408440942,58.96902694,60,1,1,safe,
-0.755653905,0.270796325,0.5672320069,3.408440942,58.96902694,65,1,1,safe,
-0.755653905,0.270796325,0.6108652382,3.408440942,58.96902694,70,1,1,safe,
-0.755653905,0.270796325,0.6544984695,3.408440942,58.96902694,75,1,1,safe,
-0.755653905,0.270796325,0.6981317008,3.408440942,58.96902694,80,1,1,safe,
-0.755653905,0.270796325,0.7417649321,3.408440942,58.96902694,85,1,1,safe,
-0.755653905,0.270796325,0.7853981634,3.408440942,58.96902694,90,1,1,safe,
-0.755653905,0.270796325,0.8290313947,3.408440942,58.96902694,95,1,1,safe,
-0.755653905,0.270796325,0.872664626,3.408440942,58.96902694,100,1,1,safe,
-0.755653905,0.270796325,0.9162978573,3.408440942,58.96902694,105,1,1,safe,
-0.755653905,0.270796325,0.9599310886,3.408440942,58.96902694,110,1,1,safe,
-0.755653905,0.270796325,1.00356432,3.408440942,58.96902694,115,1,1,safe,
-0.755653905,0.270796325,1.047197551,3.408440942,58.96902694,120,1,1,safe,
-0.755653905,0.270796325,1.090830782,3.408440942,58.96902694,125,1,1,safe,
-0.755653905,0.270796325,1.134464014,3.408440942,58.96902694,130,1,1,safe,
