q1_rad,q3_rad,segment,q2_min_rad,q2_max_rad,sample_count
-0.6509341496,-1.25,0,0.0962634016,0.881661565,10
-0.6509341496,-1.162733537,0,0.0962634016,0.881661565,10
-0.6509341496,-1.075467075,0,0.0962634016,0.881661565,10
-0.6509341496,-0.9882006122,0,0.0962634016,0.881661565,10
-0.6509341496,-0.9009341496,0,0.0962634016,0.881661565,10
-0.6509341496,-0.813667687,0,0.0962634016,0.881661565,10
-0.6509341496,-0.7264012244,0,0.0962634016,0.881661565,10
-0.6509341496,-0.6391347618,0,0.0962634016,0.881661565,10
-0.6509341496,-0.5518682992,0,0.0962634016,0.881661565,10
-0.6509341496,-0.4646018366,0,0.0962634016,0.881661565,10
-0.6509341496,-0.377335374,0,0.0962634016,0.881661565,10
-0.6509341496,-0.2900689114,0,0.0962634016,0.881661565,10
-0.6509341496,-0.2028024488,0,0.0962634016,0.881661565,10
-0.6509341496,-0.1155359862,0,0.008996939,0.881661565,11
-0.6509341496,-0.0282695236,0,0.008996939,0.881661565,11
-0.6509341496,0,0,0.008996939,0.881661565,11
-0.563667687,-1.25,0,0.008996939,0.881661565,11
-0.563667687,-1.162733537,0,0.008996939,0.881661565,11
-0.563667687,-1.075467075,0,0.008996939,0.881661565,11
-0.563667687,-0.9882006122,0,0.008996939,0.881661565,11
-0.563667687,-0.9009341496,0,0.008996939,0.881661565,11
-0.563667687,-0.813667687,0,0.008996939,0.881661565,11
-0.563667687,-0.7264012244,0,0.008996939,0.881661565,11
-0.563667687,-0.6391347618,0,0.008996939,0.881661565,11
-0.563667687,-0.5518682992,0,0.008996939,0.881661565,11
-0.563667687,-0.4646018366,0,0.008996939,0.881661565,11
-0.563667687,-0.377335374,0,-0.0782695236,0.881661565,12
-0.563667687,-0.2900689114,0,-0.0782695236,0.881661565,12
-0.563667687,-0.2028024488,0,-0.0782695236,0.881661565,12
-0.563667687,-0.1155359862,0,-0.0782695236,0.881661565,12
-0.563667687,-0.0282695236,0,-0.0782695236,0.881661565,12
-0.563667687,0,0,-0.0782695236,0.881661565,12
-0.4764012244,-1.25,0,-0.0782695236,0.7943951024,11
-0.4764012244,-1.162733537,0,-0.0782695236,0.7943951024,11
-0.4764012244,-1.075467075,0,-0.0782695236,0.7943951024,11
-0.4764012244,-0.9882006122,0,-0.0782695236,0.7943951024,11
-0.4764012244,-0.9009341496,0,-0.0782695236,0.7943951024,11
-0.4764012244,-0.813667687,0,-0.0782695236,0.7943951024,11
-0.4764012244,-0.7264012244,0,-0.0782695236,0.7943951024,11
-0.4764012244,-0.6391347618,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.5518682992,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.4646018366,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.377335374,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.2900689114,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.2028024488,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.1155359862,0,-0.1655359862,0.7943951024,12
-0.4764012244,-0.0282695236,0,-0.1655359862,0.7943951024,12
-0.4764012244,0,0,-0.1655359862,0.7943951024,12
-0.3891347618,-1.25,0,-0.1655359862,0.7943951024,12
-0.3891347618,-1.162733537,0,-0.1655359862,0.7943951024,12
-0.3891347618,-1.075467075,0,-0.1655359862,0.7943951024,12
-0.3891347618,-0.9882006122,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.9009341496,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.813667687,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.7264012244,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.6391347618,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.5518682992,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.4646018366,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.377335374,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.2900689114,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.2028024488,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.1155359862,0,-0.2528024488,0.7943951024,13
-0.3891347618,-0.0282695236,0,-0.2528024488,0.7943951024,13
-0.3891347618,0,0,-0.2528024488,0.7943951024,13
-0.3018682992,-1.25,0,-0.3400689114,0.7943951024,14
-0.3018682992,-1.162733537,0,-0.3400689114,0.7943951024,14
-0.3018682992,-1.075467075,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.9882006122,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.9009341496,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.813667687,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.7264012244,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.6391347618,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.5518682992,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.4646018366,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.377335374,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.2900689114,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.2028024488,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.1155359862,0,-0.3400689114,0.7943951024,14
-0.3018682992,-0.0282695236,0,-0.3400689114,0.7943951024,14
-0.3018682992,0,0,-0.3400689114,0.7943951024,14
-0.2146018366,-1.25,0,-0.427335374,0.7071286398,14
-0.2146018366,-1.162733537,0,-0.427335374,0.7071286398,14
