q1_rad,q3_rad,segment,q2_min_rad,q2_max_rad,sample_count
0.308996939,-0.7264012244,0,-0.863667687,0.1835298642,13
0.308996939,-0.6391347618,0,-0.863667687,0.1835298642,13
0.308996939,-0.5518682992,0,-0.863667687,0.1835298642,13
0.308996939,-0.4646018366,0,-0.863667687,0.1835298642,13
0.308996939,-0.377335374,0,-0.863667687,0.1835298642,13
0.308996939,-0.2900689114,0,-0.863667687,0.1835298642,13
0.308996939,-0.2028024488,0,-0.863667687,0.1835298642,13
0.3962634016,-0.7264012244,0,-0.863667687,0.008996939,11
0.3962634016,-0.6391347618,0,-0.863667687,0.008996939,11
0.3962634016,-0.5518682992,0,-0.863667687,0.008996939,11
0.3962634016,-0.4646018366,0,-0.863667687,0.008996939,11
0.3962634016,-0.377335374,0,-0.863667687,0.008996939,11
0.3962634016,-0.2900689114,0,-0.863667687,0.008996939,11
0.3962634016,-0.2028024488,0,-0.863667687,0.008996939,11
0.4835298642,-0.7264012244,0,-0.9509341496,-0.1655359862,10
0.4835298642,-0.6391347618,0,-0.9509341496,-0.1655359862,10
0.4835298642,-0.5518682992,0,-0.9509341496,-0.1655359862,10
0.4835298642,-0.4646018366,0,-0.9509341496,-0.1655359862,10
0.4835298642,-0.377335374,0,-0.9509341496,-0.1655359862,10
0.4835298642,-0.2900689114,0,-0.9509341496,-0.1655359862,10
0.4835298642,-0.2028024488,0,-0.9509341496,-0.1655359862,10
0.5707963268,-0.7264012244,0,-0.9509341496,-0.3400689114,8
0.5707963268,-0.6391347618,0,-0.9509341496,-0.3400689114,8
0.5707963268,-0.5518682992,0,-0.9509341496,-0.3400689114,8
0.5707963268,-0.4646018366,0,-0.9509341496,-0.3400689114,8
0.5707963268,-0.377335374,0,-0.9509341496,-0.3400689114,8
0.5707963268,-0.2900689114,0,-0.9509341496,-0.3400689114,8
0.5707963268,-0.2028024488,0,-0.9509341496,-0.3400689114,8
0.6580627894,-0.7264012244,0,-0.9509341496,-0.5146018366,6
0.6580627894,-0.6391347618,0,-0.9509341496,-0.5146018366,6
0.6580627894,-0.5518682992,0,-0.9509341496,-0.5146018366,6
0.6580627894,-0.4646018366,0,-0.9509341496,-0.5146018366,6
0.6580627894,-0.377335374,0,-0.9509341496,-0.5146018366,6
0.6580627894,-0.2900689114,0,-0.9509341496,-0.5146018366,6
0.6580627894,-0.2028024488,0,-0.9509341496,-0.5146018366,6
