q1_rad,q2_rad,q3_rad,lift_servo_deg,tilt_servo_deg,gripper_servo_deg,safe,connected,reason,contacts
-0.3891347618,0.008996939,-0.6391347618,134.591559,46.43941424,88.38027522,1,1,safe,
-0.3891347618,0.008996939,-0.5518682992,134.591559,46.43941424,98.38027522,1,1,safe,
-0.3891347618,0.008996939,-0.4646018366,134.591559,46.43941424,108.3802752,1,1,safe,
-0.3891347618,0.008996939,-0.377335374,134.591559,46.43941424,118.3802752,1,1,safe,
-0.3891347618,0.008996939,-0.2900689114,134.591559,46.43941424,128.3802752,1,1,safe,
-0.3891347618,0.008996939,-0.2028024488,134.591559,46.43941424,138.3802752,1,1,safe,
-0.3891347618,0.0962634016,-0.7264012244,134.591559,56.43941424,78.38027522,1,1,safe,
-0.3891347618,0.0962634016,-0.6391347618,134.591559,56.43941424,88.38027522,1,1,safe,
-0.3891347618,0.0962634016,-0.5518682992,134.591559,56.43941424,98.38027522,1,1,safe,
-0.3891347618,0.0962634016,-0.4646018366,134.591559,56.43941424,108.3802752,1,1,safe,
-0.3891347618,0.0962634016,-0.377335374,134.591559,56.43941424,118.3802752,1,1,safe,
-0.3891347618,0.0962634016,-0.2900689114,134.591559,56.43941424,128.3802752,1,1,safe,
-0.3891347618,0.0962634016,-0.2028024488,134.591559,56.43941424,138.3802752,1,1,safe,
-0.3891347618,0.1835298642,-0.7264012244,134.591559,66.43941424,78.38027522,1,1,safe,
-0.3891347618,0.1835298642,-0.6391347618,134.591559,66.43941424,88.38027522,1,1,safe,
-0.3891347618,0.1835298642,-0.5518682992,134.591559,66.43941424,98.38027522,1,1,safe,
-0.3891347618,0.1835298642,-0.4646018366,134.591559,66.43941424,108.3802752,1,1,safe,
-0.3891347618,0.1835298642,-0.377335374,134.591559,66.43941424,118.3802752,1,1,safe,
-0.3891347618,0.1835298642,-0.2900689114,134.591559,66.43941424,128.3802752,1,1,safe,
-0.3891347618,0.1835298642,-0.2028024488,134.591559,66.43941424,138.3802752,1,1,safe,
-0.3891347618,0.2707963268,-0.7264012244,134.591559,76.43941424,78.38027522,1,1,safe,
-0.3891347618,0.2707963268,-0.6391347618,134.591559,76.43941424,88.38027522,1,1,safe,
-0.3891347618,0.2707963268,-0.5518682992,134.591559,76.43941424,98.38027522,1,1,safe,
-0.3891347618,0.2707963268,-0.4646018366,134.591559,76.43941424,108.3802752,1,1,safe,
-0.3891347618,0.2707963268,-0.377335374,134.591559,76.43941424,118.3802752,1,1,safe,
-0.3891347618,0.2707963268,-0.2900689114,134.591559,76.43941424,128.3802752,1,1,safe,
-0.3891347618,0.2707963268,-0.2028024488,134.591559,76.43941424,138.3802752,1,1,safe,
-0.3891347618,0.3580627894,-0.7264012244,134.591559,86.43941424,78.38027522,1,1,safe,
-0.3891347618,0.3580627894,-0.6391347618,134.591559,86.43941424,88.38027522,1,1,safe,
-0.3891347618,0.3580627894,-0.5518682992,134.591559,86.43941424,98.38027522,1,1,safe,
-0.3891347618,0.3580627894,-0.4646018366,134.591559,86.43941424,108.3802752,1,1,safe,
-0.3891347618,0.3580627894,-0.377335374,134.591559,86.43941424,118.3802752,1,1,safe,
-0.3891347618,0.3580627894,-0.2900689114,134.591559,86.43941424,128.3802752,1,1,safe,
